"인천광역시","계","7. 기능원 및 관련 기능 종사자",55604,3118,6060,1564,6801,2269,8912,20563,657,2252,3408
"인천광역시","계","8. 장치, 기계조작 및 조립 종사자",72393,4442,7564,2605,9853,3442,10003,26498,894,3247,3845
"인천광역시","계","9. 단순 노무 종사자",41032,3683,6787,2187,6751,1855,4700,8668,544,2812,3045
"인천광역시","계","A. 기타",3540,157,275,265,708,136,520,810,9,243,417
"인천광역시","남자","계",457619,25806,48027,17803,78049,23202,62970,150099,5601,22550,23512
"인천광역시","남자","1. 관리자",7770,735,590,373,1514,401,666,2748,112,402,229
"인천광역시","남자","2. 전문가 및 관련 종사자",116083,9719,13968,3784,12658,6745,16581,37785,1174,10621,3048
"인천광역시","남자","3. 사무 종사자",108399,4463,9919,5097,26528,5734,13168,34179,1200,3554,4557
"인천광역시","남자","4. 서비스 종사자",36437,1920,4691,1500,7218,1655,4211,8095,388,1786,4973
"인천광역시","남자","5. 판매 종사자",47949,2060,6018,2311,9940,2538,6431,13013,756,1649,3233
"인천광역시","남자","6. 농림어업 숙련 종사자",1806,118,154,64,289,160,162,463,231,82,83
"인천광역시","남자","7. 기능원 및 관련 기능 종사자",47847,2214,4077,1238,5899,1890,8256,19830,588,1381,2474
"인천광역시","남자","8. 장치, 기계조작 및 조립 종사자",61681,2872,5278,2048,8467,2782,9324,25423,741,1889,2857
"인천광역시","남자","9. 단순 노무 종사자",26360,1567,3082,1147,4866,1178,3670,7798,402,970,1680
"인천광역시","남자","A. 기타",3287,138,250,241,670,119,501,765,9,216,378
"인천광역시","여자","계",318442,52681,68191,17634,42894,14861,17549,21686,2088,55059,25799
"인천광역시","여자","1. 관리자",2311,773,410,123,260,72,37,161,1,369,105
"인천광역시","여자","2. 전문가 및 관련 종사자",110187,26926,20800,4703,6607,5330,4409,6450,450,30806,3706
"인천광역시","여자","3. 사무 종사자",90516,9111,18434,6154,20526,4617,6251,7161,605,10285,7372
"인천광역시","여자","4. 서비스 종사자",44179,6344,10227,2589,6063,1574,2069,2507,340,5460,7006
"인천광역시","여자","5. 판매 종사자",37430,4868,10215,2087,5202,1522,2363,2649,322,3960,4242
"인천광역시","여자","6. 농림어업 숙련 종사자",425,50,106,31,25,13,36,35,6,81,42
"인천광역시","여자","7. 기능원 및 관련 기능 종사자",7757,904,1983,326,902,379,656,733,69,871,934
"인천광역시","여자","8. 장치, 기계조작 및 조립 종사자",10712,1570,2286,557,1386,660,679,1075,153,1358,988
